net,length_um
_1523_,2.62
net75,2.62
_0004_,2.605
_0246_,2.52
_0331_,2.52
_0595_,2.52
_0741_,2.52
_0867_,2.52
_1503_,2.52
net74,2.52
_0413_,2.5
_0420_,2.5
_1038_,2.5
_1150_,2.5
_0457_,2.4
_0574_,2.4
_0648_,2.4
_0285_,2.38
_0609_,2.38
_0024_,2.325
_0116_,2.3
_0377_,2.3
_0388_,2.3
_0432_,2.3
_1160_,2.3
_0259_,2.28
_0032_,2.255
_0191_,2.18
_0223_,2.18
_0383_,2.18
_0397_,2.18
_0672_,2.18
_0708_,2.18
_0796_,2.18
_0893_,2.18
_0910_,2.18
_0984_,2.18
_1379_,2.18
_0163_,2.16
_0224_,2.16
_0225_,2.16
_0240_,2.16
_0307_,2.16
_0314_,2.16
_0316_,2.16
_0318_,2.16
_0445_,2.16
_0545_,2.16
_0751_,2.16
_0919_,2.16
_1031_,2.16
_1395_,2.16
_1526_,2.16
_0019_,2.125
_0761_,2.11
_0109_,2.04
_0124_,2.04
_0178_,2.04
_0207_,2.04
_0231_,2.04
_0255_,2.04
_0325_,2.04
_0348_,2.04
_0507_,2.04
_0658_,2.04
_0782_,2.04
_0803_,2.04
_0870_,2.04
_1037_,2.04
_1089_,2.04
_1130_,2.04
_1241_,2.04
_1446_,2.04
_0006_,2.025
_0198_,1.94
_1119_,1.94
_0214_,1.915
_0025_,1.865
_0301_,1.84
_0362_,1.84
_0380_,1.84
_1235_,1.84
_1357_,1.84
_1480_,1.84
net78,1.84
_0692_,1.82
_0928_,1.82
_0266_,1.72
_0702_,1.72
_0890_,1.72
_1318_,1.72
_0128_,1.7
_0177_,1.7
_0189_,1.7
_0204_,1.7
_0563_,1.7
_0748_,1.7
_1029_,1.7
_1051_,1.7
net86,1.7
_0014_,1.685
_0028_,1.685
_1304_,1.48
_0278_,1.38
_0356_,1.38
_0369_,1.38
_1134_,1.38
_1350_,1.38
_1509_,1.38
_0345_,1.26
_0707_,1.26
_1339_,1.26
_0732_,1.14
_0522_,1.02
_0611_,1.02
_0248_,0.92
_0263_,0.92
_0322_,0.92
_0328_,0.92
_0339_,0.92
_0365_,0.92
_0424_,0.92
_0513_,0.92
_0529_,0.92
_0986_,0.92
_1013_,0.92
_1346_,0.92
_1520_,0.92
_0213_,0.8
_0697_,0.8
_0942_,0.8
_0493_,0.46
_0547_,0.46
_0729_,0.46
_0862_,0.46
_1020_,0.46
_1155_,0.46
_1198_,0.46
net85,0.46
