typeA,typeB,scaleType,M_acc,addErr_rel_median,floor_emp_median,H_empirical,offset,source
INT8,INT8,UE8M0,15,0.0001907593,0.0089868963746787,47.11118343734088,0,widen
E3M2,E3M2,UE8M0,10,0.01784624,0.0455978695224111,2.555040698904145,-5,widen
E4M3,E4M3,UE8M0,10,0.02547326,0.0182023563801743,0.7145672120558696,-5,widen
E5M2,E5M2,UE8M0,13,0.0007301868,0.0449946448912983,61.62073169673636,-2,widen
E5M2,E4M3,UE8M0,11,0.009322196,0.0427146900324261,4.582041616849304,-4,widen
E4M3,INT8,UE8M0,10,0.03636098,0.0227443227475688,0.6255145693974364,-5,widen
E5M2,INT8,UE8M0,10,0.03524915,0.0430075076247534,1.2201005591554237,-5,widen
E4M3,E2M1,UE8M0,10,0.009182734,0.0187063766932564,2.037124966622838,-5,widen
E2M1,E2M1,UE8M0,10,0.00166113,0.1200333338894725,72.2600482138503,-5,widen
E2M3,E2M3,UE8M0,10,0.01529011,0.0279576545550704,1.8284796221263548,-5,widen
INT8,INT8,UE8M0,14,0.0004955832,0.0089868963746787,18.133981084666924,-1,widen
E3M2,E3M2,UE8M0,9,0.04649279,0.0455978695224111,0.980751413765685,-6,widen
E4M3,E4M3,UE8M0,9,0.05983907,0.0182023563801743,0.3041884905660182,-6,widen
E5M2,E5M2,UE8M0,12,0.002243062,0.0449946448912983,20.05947445558721,-3,widen
E5M2,E4M3,UE8M0,10,0.02255633,0.0427146900324261,1.893689710712076,-5,widen
E4M3,INT8,UE8M0,9,0.0820149,0.0227443227475688,0.2773193986405982,-6,widen
E5M2,INT8,UE8M0,9,0.08631483,0.0430075076247534,0.4982632489081355,-6,widen
E4M3,E2M1,UE8M0,9,0.03395874,0.0187063766932564,0.5508560297954637,-6,widen
E2M1,E2M1,UE8M0,9,0.007407407,0.1200333338894725,16.204500966326357,-6,widen
E2M3,E2M3,UE8M0,9,0.04669044,0.0279576545550704,0.5987875581183301,-6,widen
E2M1,E2M1,UE8M0,8,0.02171,0.1200333338894725,5.528942141385193,-7,widen
E2M1,E2M1,UE8M0,7,0.05621,0.1200333338894725,2.1354444741055416,-8,widen
E5M2,E5M2,UE8M0,11,0.006479,0.0449946448912983,6.944689750161802,-4,widen
E5M2,E5M2,UE8M0,10,0.02049,0.0449946448912983,2.195931912703675,-5,widen
INT8,INT8,UE8M0,13,0.002056,0.0089868963746787,4.371058547995477,-2,widen
INT8,INT8,UE8M0,12,0.008271,0.0089868963746787,1.0865549963340226,-3,widen
E5M2,E5M2,UE6M2,11,0.01545,0.0431869009577292,2.7952686704031846,-4,e5m2_ext
E5M2,E5M2,UE6M2,10,0.0304,0.0431869009577292,1.4206217420305658,-5,e5m2_ext
E5M2,E5M2,UE4M4,15,0.0001328253,0.0418272720270325,314.904404710793,0,resweep_fixed_widening
E5M2,E4M3,UE4M4,13,0.0008345107,0.0435443156217437,52.179457521328004,0,resweep_fixed_widening
E5M2,INT8,UE4M4,12,0.00815717,0.0389355198339074,4.773165182766499,0,resweep_fixed_widening
E5M2,E5M2,UE4M4,14,0.0003003531,0.0418272720270325,139.2603306808969,-1,resweep_fixed_widening
E5M2,E4M3,UE4M4,12,0.001750839,0.0435443156217437,24.8705424209443,-1,resweep_fixed_widening
E5M2,INT8,UE4M4,11,0.01685653,0.0389355198339074,2.309818203029176,-1,resweep_fixed_widening
E5M2,E5M2,UE4M4,13,0.000840637,0.0418272720270325,49.75663934258485,-2,resweep_fixed_widening
E5M2,E4M3,UE4M4,11,0.004568404,0.0435443156217437,9.5316254039143,-2,resweep_fixed_widening
E5M2,INT8,UE4M4,10,0.03710726,0.0389355198339074,1.0492695993697028,-2,resweep_fixed_widening
E5M2,E5M2,UE4M4,12,0.001784932,0.0418272720270325,23.433538099508834,-3,resweep_fixed_widening
E5M2,E4M3,UE4M4,10,0.007903174,0.0435443156217437,5.509725032214107,-3,resweep_fixed_widening
E5M2,INT8,UE4M4,9,0.08067713,0.0389355198339074,0.4826091338884688,-3,resweep_fixed_widening
E5M2,E5M2,UE4M4,11,0.004098409,0.0418272720270325,10.20573398775781,-4,resweep_fixed_widening
E5M2,E4M3,UE4M4,9,0.02716011,0.0435443156217437,1.6032451864791304,-4,resweep_fixed_widening
E5M2,INT8,UE4M4,8,0.1649148,0.0389355198339074,0.2360947582261107,-4,resweep_fixed_widening
E5M2,E5M2,UE4M4,10,0.009074944,0.0418272720270325,4.60909422989635,-5,resweep_fixed_widening
E5M2,E4M3,UE4M4,8,0.09092328,0.0435443156217437,0.4789127231413528,-5,resweep_fixed_widening
E5M2,INT8,UE4M4,7,0.3739947,0.0389355198339074,0.10410714332023262,-5,resweep_fixed_widening
E5M2,E5M2,UE4M4,9,0.01789357,0.0418272720270325,2.3375588005653705,-6,resweep_fixed_widening
E5M2,E4M3,UE4M4,7,0.3255515,0.0435443156217437,0.13375553674839066,-6,resweep_fixed_widening
E5M2,INT8,UE4M4,6,0.8943904,0.0389355198339074,0.04353302521349447,-6,resweep_fixed_widening
E5M2,E5M2,UE4M4,8,0.05862,0.0418272720270325,0.7135324467252218,-7,resweep_fixed_widening
E5M2,E4M3,UE4M4,6,0.9091737,0.0435443156217437,0.04789438544223584,-7,resweep_fixed_widening
E5M2,INT8,UE4M4,5,1.640984,0.0389355198339074,0.023726934469749494,-7,resweep_fixed_widening
